State Name,Dist Name,Season,Crops,observed_years,first_year,last_year,active_years,mean_area_1000ha,total_area_1000ha,mean_production_1000t,total_production_1000t,mean_yield_kg_ha,mean_t2m_max,area_share,consistency_score,evidence_score
andhra pradesh,east godavari,kharif,castor,18,1990,2016,18,0.04,0.72,0.02,0.36,404.57944444444445,30.267774146111112,7.069096671197572e-05,0.5294117647058824,0.3706094425841312
andhra pradesh,east godavari,kharif,cotton,34,1984,2017,34,9.670882352941177,328.81,3.5158823529411767,119.54,363.0711764705882,30.19108035411765,0.017091100562179953,1.0,0.7051273301686539
andhra pradesh,east godavari,kharif,finger millet,33,1984,2017,33,0.6303030303030304,20.8,0.6766666666666667,22.330000000000002,994.3706060606062,30.179439493333334,0.0011139182633402235,0.9705882352941176,0.6797459401848843
andhra pradesh,east godavari,kharif,groundnut,34,1984,2017,34,3.5791176470588235,121.69,4.212647058823529,143.23,1725.9411764705883,30.19108035411765,0.006325282161162004,1.0,0.7018975846483485
andhra pradesh,east godavari,kharif,kharif sorghum,34,1984,2017,34,0.8579411764705883,29.17,0.6597058823529411,22.43,1017.5311764705882,30.19108035411765,0.0015162172786678909,1.0,0.7004548651836003
andhra pradesh,east godavari,kharif,maize,34,1984,2017,34,6.317058823529412,214.78,39.20117647058823,1332.84,5033.933235294118,30.19108035411765,0.011163974875292753,1.0,0.7033491924625878
andhra pradesh,east godavari,kharif,minor pulses,34,1984,2017,34,87.46,2973.64,30.589117647058824,1040.03,368.5641176470588,30.19108035411765,0.1545657987157349,1.0,0.7463697396147204
andhra pradesh,east godavari,kharif,oilseeds,34,1984,2017,34,50.89205882352941,1730.33,72.08058823529412,2450.74,1586.6805882352942,30.19108035411765,0.08994022090495069,1.0,0.7269820662714852
andhra pradesh,east godavari,kharif,pearl millet,34,1984,2017,34,4.734705882352941,160.98,3.5297058823529412,120.01,784.8423529411765,30.19108035411765,0.008367523398010184,1.0,0.7025102570194031
andhra pradesh,east godavari,kharif,pigeonpea,34,1984,2017,34,3.101470588235294,105.45,1.2744117647058824,43.33,468.37470588235294,30.19108035411765,0.005481148852777823,1.0,0.7016443446558333
andhra pradesh,east godavari,kharif,rice,34,1984,2017,34,391.03294117647056,13295.119999999999,1196.8935294117646,40694.38,3070.2720588235293,30.19108035411765,0.691062415699796,1.0,0.9073187247099388
andhra pradesh,east godavari,kharif,sesamum,34,1984,2017,34,6.08,206.72,1.3438235294117646,45.69,218.06470588235294,30.19108035411765,0.010745026940220309,1.0,0.703223508082066
andhra pradesh,east godavari,kharif,sorghum,34,1984,2017,34,1.3438235294117646,45.69,0.9964705882352942,33.88,999.6226470588235,30.19108035411765,0.002374904609610419,1.0,0.7007124713828831
andhra pradesh,east godavari,kharif,soyabean,7,2005,2014,7,0.10285714285714287,0.7200000000000001,0.09857142857142856,0.69,1253.1314285714286,30.381671335714284,0.00018177677154508043,0.20588235294117646,0.14417218009028704
andhra pradesh,east godavari,rabi,chickpea,25,1984,2017,25,0.27880000000000005,6.970000000000001,0.41600000000000004,10.4,1424.8051999999998,28.646335236,0.1935768929734643,0.7352941176470589,0.5727789502449805
andhra pradesh,east godavari,rabi,linseed,1,2000,2000,1,0.01,0.01,0.0,0.0,0.0,28.63717105,0.006943217108086954,0.029411764705882353,0.022671200426543733
andhra pradesh,east godavari,rabi,rabi sorghum,22,1984,2017,22,0.7504545454545455,16.51,0.5213636363636364,11.469999999999999,1393.2622727272728,28.651359415,0.5210568838841619,0.6470588235294118,0.6092582416358368
andhra pradesh,east godavari,rabi,rapeseed and mustard,5,1991,1998,5,0.02,0.1,0.002,0.01,66.666,28.488148048,0.013886434216173908,0.14705882352941177,0.1071071067354404
andhra pradesh,east godavari,rabi,safflower,4,1990,1999,4,0.035,0.14,0.01,0.04,229.165,28.5028973525,0.02430125987830434,0.11764705882352941,0.08964331913996189
andhra pradesh,east godavari,rabi,sunflower,20,1992,2017,20,0.346,6.92,0.3005,6.01,948.981,28.484167546,0.2402353119398086,0.5882352941176471,0.4838352994642955
andhra pradesh,guntur,annual,sugarcane,34,1984,2017,34,2.2597058823529412,76.83,14.290588235294118,485.88,6675.45,46.231764705882355,1.0,1.0,1.0
andhra pradesh,guntur,kharif,castor,34,1984,2017,34,10.36735294117647,352.49,3.628823529411765,123.38,430.77176470588233,32.457120338529414,0.011466425570323116,1.0,0.7034399276710969
andhra pradesh,guntur,kharif,cotton,34,1984,2017,34,187.6391176470588,6379.73,90.99823529411765,3093.94,485.28000000000003,32.457120338529414,0.20753127522414108,1.0,0.7622593825672422
andhra pradesh,guntur,kharif,finger millet,34,1984,2017,34,3.1411764705882352,106.8,4.945588235294117,168.15,1632.4602941176472,32.457120338529414,0.0034741815396479585,1.0,0.7010422544618944
andhra pradesh,guntur,kharif,groundnut,34,1984,2017,34,22.015882352941176,748.54,32.69147058823529,1111.51,1898.1826470588235,32.457120338529414,0.024349848779850962,1.0,0.7073049546339553
andhra pradesh,guntur,kharif,kharif sorghum,34,1984,2017,34,7.9608823529411765,270.67,4.540882352941176,154.39,955.2617647058823,32.457120338529414,0.008804838177308174,1.0,0.7026414514531925
andhra pradesh,guntur,kharif,maize,34,1984,2017,34,32.28264705882353,1097.61,255.0564705882353,8671.92,5341.690882352941,32.457120338529414,0.03570502246941007,1.0,0.710711506740823
andhra pradesh,guntur,kharif,minor pulses,34,1984,2017,34,154.62676470588235,5257.3099999999995,109.75235294117647,3731.58,723.5794117647059,32.457120338529414,0.17101918867234653,1.0,0.751305756601704
andhra pradesh,guntur,kharif,oilseeds,34,1984,2017,34,55.112941176470585,1873.84,47.236176470588234,1606.03,935.864705882353,32.457120338529414,0.06095562112597313,1.0,0.7182866863377919
andhra pradesh,guntur,kharif,pearl millet,34,1984,2017,34,12.003823529411765,408.13,14.889411764705883,506.24,1365.6579411764706,32.457120338529414,0.01327638306906855,1.0,0.7039829149207205
andhra pradesh,guntur,kharif,pigeonpea,34,1984,2017,34,48.116176470588236,1635.95,29.05029411764706,987.71,581.2523529411765,32.457120338529414,0.053217109454935185,1.0,0.7159651328364806
andhra pradesh,guntur,kharif,rice,34,1984,2017,34,335.9555882352941,11422.49,1052.2479411764707,35776.43,3152.9773529411764,32.457120338529414,0.3715711975169795,1.0,0.8114713592550938
andhra pradesh,guntur,kharif,sesamum,34,1984,2017,34,14.12735294117647,480.33,4.142058823529412,140.83,290.09529411764703,32.457120338529414,0.015625033885197603,1.0,0.7046875101655592
andhra pradesh,guntur,kharif,sorghum,34,1984,2017,34,20.480588235294118,696.34,42.14735294117647,1433.01,2234.2894117647056,32.457120338529414,0.022651793757663477,1.0,0.706795538127299
andhra pradesh,guntur,kharif,soyabean,12,2005,2017,12,0.31833333333333336,3.8200000000000003,0.4116666666666666,4.9399999999999995,1414.2758333333334,32.31755446666667,0.0003520807571547104,0.35294117647058826,0.2471644477565582
andhra pradesh,guntur,rabi,chickpea,34,1984,2017,34,28.868235294117646,981.52,47.88823529411765,1628.2,1366.5479411764704,33.05140592088235,0.5879357208819328,1.0,0.8763807162645798
andhra pradesh,guntur,rabi,linseed,4,1990,2010,4,0.0425,0.17,0.0075,0.03,53.5725,33.45384421999999,0.0008655627156597857,0.11764705882352941,0.08261260999116853
andhra pradesh,guntur,rabi,rabi sorghum,34,1984,2017,34,12.520294117647058,425.69,37.607058823529414,1278.64,2380.665,33.05140592088235,0.254990582995996,1.0,0.7764971748987988
andhra pradesh,guntur,rabi,rapeseed and mustard,31,1984,2017,31,1.3425806451612903,41.62,0.30129032258064514,9.34,268.7551612903226,33.127535074193545,0.02734324115807232,0.9117647058823529,0.6464382664650687
andhra pradesh,guntur,rabi,safflower,6,1989,2003,6,0.023333333333333334,0.14,0.03833333333333334,0.23,66.66666666666667,33.255863033333334,0.0004752109027151765,0.17647058823529413,0.12367197503552044
andhra pradesh,guntur,rabi,sunflower,32,1986,2017,32,6.2790625,200.93,6.4659375,206.91,962.9740625000001,32.9415252890625,0.12788052680700054,0.9411764705882353,0.6971876874538648
andhra pradesh,guntur,rabi,wheat,2,2001,2010,2,0.025,0.05,0.03,0.06,1000.0,33.96728477,0.0005091545386234034,0.058823529411764705,0.04132921694982231
andhra pradesh,kadapa ysr,annual,sugarcane,34,1984,2017,34,0.7388235294117648,25.12,5.754705882352941,195.66,6876.667058823529,44.38088235294118,1.0,1.0,1.0
andhra pradesh,kadapa ysr,kharif,castor,34,1984,2017,34,1.4761764705882352,50.19,0.5114705882352941,17.39,338.06676470588235,33.21556708911765,0.0028864925385548145,1.0,0.7008659477615664
andhra pradesh,kadapa ysr,kharif,cotton,34,1984,2017,34,15.522941176470587,527.78,3.4379411764705883,116.89,200.40617647058824,33.21556708911765,0.03035331803144969,1.0,0.7091059954094349
andhra pradesh,kadapa ysr,kharif,finger millet,34,1984,2017,34,1.4123529411764704,48.019999999999996,2.23,75.82,1569.6335294117648,33.21556708911765,0.002761693000625666,1.0,0.7008285079001877
andhra pradesh,kadapa ysr,kharif,groundnut,34,1984,2017,34,152.27205882352942,5177.25,124.57235294117648,4235.46,851.4347058823529,33.21556708911765,0.2977504183150611,1.0,0.7893251254945183
andhra pradesh,kadapa ysr,kharif,kharif sorghum,34,1984,2017,34,16.05029411764706,545.71,16.150000000000002,549.1,1191.8338235294118,33.21556708911765,0.03138449578032971,1.0,0.7094153487340988
andhra pradesh,kadapa ysr,kharif,maize,23,1985,2017,23,1.185217391304348,27.26,7.8500000000000005,180.55,4553.991304347826,33.11761579956522,0.0023175556748998545,0.6764705882352942,0.4742246784671758
